temperatura,humedad,aguaEnSuelo,tipoSuelo,tipoCultivo,nitrogeno,potasio,fosforo,nombreFertilizante
35.17,73.71,70.0,Franco,Maiz,12,0,35,Urea
26.03,44.6,30.68,Rojo,Algodon,12,7,31,20-20
27.89,59.42,32.46,Arenoso,Tabaco,23,1,19,14-35-14
38.67,65.53,64.36,Negro,SemillasOleaginosas,34,0,0,DAP
24.54,46.43,32.67,Negro,NuecesMani,17,0,17,28-28
32.82,66.47,59.62,Rojo,NuecesMani,10,3,37,10-26-26
24.05,56.01,29.3,Rojo,CañaAzucar,14,18,12,10-26-26
32.67,66.98,67.27,Franco,Algodon,6,0,39,Urea
31.25,49.31,59.62,Arenoso,NuecesMani,8,2,11,28-28
21.28,54.65,57.82,Arcilloso,Algodon,8,0,4,28-28
33.5,71.43,63.29,Arcilloso,Tabaco,6,9,10,14-35-14
30.14,74.53,67.61,Negro,Arrozal,7,5,25,17-17-17
28.38,62.44,55.9,Negro,Trigo,13,0,39,20-20
40.0,53.38,44.17,Negro,Cebada,18,4,36,20-20
30.51,56.56,31.01,Arenoso,NuecesMani,16,0,14,10-26-26
29.85,60.19,51.81,Negro,Mijo,17,0,23,DAP
27.57,58.96,56.6,Rojo,Trigo,13,3,39,DAP
31.19,60.99,46.6,Rojo,Legumbres,21,0,26,Urea
26.57,53.43,43.69,Arcilloso,NuecesMani,19,4,21,28-28
21.45,47.54,35.03,Rojo,Tabaco,21,0,20,17-17-17
25.87,64.11,67.58,Franco,Trigo,4,10,27,Urea
23.29,59.14,42.14,Rojo,Maiz,37,0,3,17-17-17
24.68,58.73,43.06,Arenoso,Mijo,38,4,1,DAP
33.95,62.48,20.64,Negro,Legumbres,5,12,19,17-17-17
26.33,59.59,55.24,Negro,Algodon,7,4,10,Urea
40.0,68.68,34.13,Arenoso,NuecesMani,8,10,25,28-28
27.62,67.62,64.74,Rojo,Cebada,6,3,37,10-26-26
27.96,53.07,59.54,Arcilloso,Legumbres,9,4,33,17-17-17
26.49,61.97,42.04,Arcilloso,NuecesMani,12,16,13,DAP
29.25,62.0,55.15,Arcilloso,Cebada,12,0,36,10-26-26
23.74,55.81,61.5,Franco,Legumbres,6,9,15,DAP
25.85,48.14,39.33,Franco,Maiz,32,0,0,Urea
30.07,59.72,61.15,Arcilloso,Legumbres,12,15,11,DAP
30.02,55.06,30.59,Rojo,Trigo,10,0,40,17-17-17
21.68,57.86,23.08,Rojo,Legumbres,16,0,12,Urea
20.42,53.57,38.87,Franco,Algodon,5,18,17,20-20
32.8,65.87,49.94,Arcilloso,Cebada,33,0,0,14-35-14
33.34,61.94,32.31,Negro,CañaAzucar,8,0,32,17-17-17
31.25,68.53,66.94,Rojo,SemillasOleaginosas,6,16,14,28-28
37.61,64.57,34.12,Arcilloso,Legumbres,38,0,0,Urea
34.15,68.11,46.5,Arcilloso,Legumbres,8,12,30,28-28
27.67,59.9,26.38,Negro,Algodon,41,0,2,Urea
22.34,45.29,39.49,Franco,Mijo,38,0,0,10-26-26
21.07,60.95,61.29,Arcilloso,Mijo,6,0,6,20-20
27.82,57.43,30.84,Franco,Algodon,2,15,24,DAP
23.11,49.15,32.6,Negro,Algodon,9,3,37,17-17-17
24.0,49.02,37.37,Arcilloso,CañaAzucar,11,0,13,DAP
29.13,43.28,36.14,Negro,CañaAzucar,39,0,4,14-35-14
23.46,50.44,24.32,Negro,Algodon,37,0,4,14-35-14
28.08,52.69,32.35,Arcilloso,NuecesMani,12,3,34,17-17-17
21.29,54.85,26.51,Arenoso,Mijo,11,0,39,17-17-17
28.54,49.45,46.17,Rojo,Mijo,31,0,0,10-26-26
31.21,60.48,37.27,Arcilloso,SemillasOleaginosas,36,0,1,14-35-14
22.97,44.59,43.69,Arcilloso,Cebada,19,3,28,28-28
27.52,52.42,36.15,Rojo,Maiz,9,0,38,DAP
26.76,43.31,43.64,Rojo,SemillasOleaginosas,2,15,20,20-20
30.57,64.68,51.73,Arcilloso,Trigo,7,12,8,DAP
37.11,77.37,42.03,Arcilloso,Algodon,4,4,27,DAP
34.97,72.4,57.83,Franco,Trigo,21,0,23,DAP
32.85,69.09,29.04,Negro,NuecesMani,16,0,12,14-35-14
24.33,66.27,70.0,Negro,NuecesMani,8,2,34,20-20
23.84,60.67,36.47,Arenoso,Legumbres,38,1,1,DAP
35.36,64.36,36.49,Franco,Trigo,41,3,4,DAP
27.09,62.94,50.51,Rojo,Trigo,11,0,38,DAP
25.2,48.23,41.84,Negro,NuecesMani,38,1,0,20-20
23.98,52.41,24.26,Franco,NuecesMani,41,4,2,17-17-17
32.12,57.29,40.78,Arenoso,Mijo,42,1,3,DAP
28.29,57.33,52.55,Arcilloso,Algodon,26,0,22,28-28
27.8,44.81,22.17,Rojo,CañaAzucar,14,1,45,17-17-17
35.41,69.11,70.0,Arcilloso,CañaAzucar,4,9,25,10-26-26
34.46,74.6,45.35,Rojo,SemillasOleaginosas,10,10,12,DAP
26.25,69.57,37.25,Rojo,Tabaco,10,0,4,28-28
40.0,76.34,22.1,Negro,SemillasOleaginosas,11,0,36,20-20
29.5,50.06,63.05,Arcilloso,Legumbres,10,0,9,20-20
27.13,43.23,35.28,Rojo,Arrozal,26,3,22,14-35-14
28.99,66.71,43.03,Arcilloso,Arrozal,22,4,21,DAP
25.14,46.88,28.19,Franco,Algodon,16,3,36,DAP
27.79,62.14,30.06,Rojo,CañaAzucar,7,10,25,10-26-26
33.41,67.81,41.34,Franco,NuecesMani,10,2,41,20-20
25.2,44.1,46.96,Rojo,SemillasOleaginosas,12,6,29,DAP
34.19,56.72,63.64,Arcilloso,Tabaco,18,4,33,20-20
37.3,68.57,44.84,Negro,Legumbres,5,4,34,DAP
31.78,59.11,44.18,Negro,Legumbres,22,4,27,Urea
32.11,71.08,29.01,Arenoso,Cebada,35,0,0,10-26-26
36.82,57.69,30.19,Rojo,Cebada,39,0,3,28-28
25.12,64.48,52.92,Arenoso,Trigo,16,0,8,14-35-14
31.33,72.92,35.31,Rojo,Tabaco,14,0,35,17-17-17
29.93,55.77,48.12,Arcilloso,Tabaco,42,0,0,10-26-26
32.68,58.16,41.4,Franco,Arrozal,38,2,0,20-20
28.17,50.1,57.67,Arenoso,Algodon,14,0,6,17-17-17
35.81,76.09,24.48,Rojo,Arrozal,10,0,37,DAP
38.04,62.28,44.38,Arcilloso,Legumbres,12,3,24,Urea
31.55,53.02,39.4,Arcilloso,Algodon,8,0,16,Urea
29.14,59.77,42.79,Arcilloso,Cebada,38,0,0,10-26-26
34.31,63.01,44.96,Negro,Tabaco,37,0,3,DAP
27.54,58.58,30.71,Negro,Tabaco,43,1,2,DAP
27.92,52.23,46.52,Arenoso,Tabaco,38,0,0,28-28
24.6,51.17,29.76,Arcilloso,Trigo,32,3,0,17-17-17
28.87,57.65,56.9,Negro,Cebada,11,16,14,28-28
28.85,58.79,66.37,Arenoso,Algodon,10,12,30,10-26-26
33.72,61.76,45.98,Arcilloso,Maiz,13,0,38,10-26-26
30.63,60.56,22.33,Negro,Maiz,40,0,4,Urea
27.05,50.1,30.22,Arenoso,Maiz,38,0,2,14-35-14
22.79,59.47,28.56,Arenoso,Mijo,37,0,0,10-26-26
38.77,55.67,55.59,Arcilloso,Arrozal,14,18,11,DAP
28.8,49.98,58.83,Negro,CañaAzucar,14,10,17,20-20
27.76,65.79,45.56,Franco,NuecesMani,12,15,15,14-35-14
22.48,53.68,29.96,Arcilloso,Mijo,18,17,10,10-26-26
32.73,55.44,47.85,Arcilloso,NuecesMani,45,1,3,10-26-26
24.2,41.69,33.6,Rojo,NuecesMani,19,13,13,10-26-26
30.17,59.06,40.76,Franco,Algodon,12,2,41,14-35-14
40.0,67.75,57.85,Franco,Cebada,10,11,24,DAP
38.33,58.9,40.27,Arcilloso,Algodon,41,1,0,14-35-14
26.86,46.9,28.95,Arcilloso,Trigo,11,14,32,10-26-26
25.56,61.54,26.89,Arenoso,Tabaco,36,3,0,28-28
26.54,45.74,70.0,Rojo,Tabaco,33,0,0,14-35-14
29.36,52.93,54.82,Rojo,SemillasOleaginosas,7,0,18,DAP
24.44,46.56,30.45,Rojo,NuecesMani,6,16,17,20-20
27.95,69.26,31.79,Rojo,NuecesMani,0,15,18,10-26-26
37.22,64.38,63.58,Rojo,Tabaco,6,0,11,DAP
30.57,47.43,58.26,Arenoso,NuecesMani,11,0,8,20-20
24.1,63.6,25.87,Arcilloso,CañaAzucar,9,3,9,14-35-14
37.79,62.57,61.86,Arcilloso,CañaAzucar,13,1,41,20-20
30.33,55.01,27.78,Franco,Tabaco,26,0,19,20-20
28.18,65.54,54.63,Arcilloso,Mijo,12,19,12,Urea
24.23,58.48,50.97,Rojo,Tabaco,30,0,0,14-35-14
31.35,68.81,41.39,Negro,SemillasOleaginosas,13,0,36,20-20
35.83,76.88,66.33,Rojo,CañaAzucar,13,0,40,14-35-14
33.04,56.04,63.33,Negro,Maiz,10,3,13,Urea
36.49,74.83,63.59,Rojo,CañaAzucar,37,3,0,28-28
30.11,48.12,54.43,Rojo,Maiz,6,2,15,28-28
20.3,44.44,41.86,Franco,Legumbres,20,4,18,14-35-14
32.82,65.38,24.04,Rojo,NuecesMani,39,4,0,28-28
32.87,59.11,59.71,Arcilloso,CañaAzucar,10,0,14,Urea
30.81,51.96,35.61,Franco,Mijo,15,9,17,20-20
38.65,71.63,59.06,Arenoso,Tabaco,6,6,30,20-20
32.86,68.29,37.77,Negro,Maiz,18,2,32,Urea
22.72,50.47,51.87,Negro,CañaAzucar,9,17,11,DAP
27.14,58.79,66.42,Arenoso,Tabaco,5,7,33,DAP
32.33,74.41,49.11,Franco,NuecesMani,43,0,3,14-35-14
31.57,59.49,44.41,Franco,Trigo,33,0,0,10-26-26
33.92,70.37,55.46,Arenoso,Algodon,24,0,17,17-17-17
23.64,54.21,33.68,Arcilloso,Cebada,30,1,0,Urea
26.46,60.34,48.97,Rojo,Tabaco,8,10,26,DAP
35.48,68.25,34.7,Arcilloso,Trigo,14,2,13,14-35-14
40.0,80.0,56.82,Rojo,Tabaco,43,0,0,10-26-26
29.3,44.76,52.52,Rojo,Arrozal,7,0,11,17-17-17
31.85,56.67,68.54,Arenoso,CañaAzucar,10,11,15,10-26-26
37.34,56.16,66.28,Franco,NuecesMani,9,4,17,DAP
39.21,74.83,33.14,Arenoso,Trigo,11,10,28,14-35-14
35.11,67.52,40.53,Negro,Arrozal,9,1,36,DAP
30.26,42.39,34.0,Negro,Trigo,20,1,22,28-28
27.72,47.55,65.62,Arenoso,Trigo,40,0,0,17-17-17
37.43,61.49,29.07,Rojo,Legumbres,10,2,11,28-28
39.16,75.73,34.03,Negro,CañaAzucar,12,3,31,14-35-14
29.62,57.58,56.91,Arcilloso,Legumbres,12,17,13,28-28
32.11,68.19,40.77,Arcilloso,Arrozal,8,0,8,DAP
33.45,64.37,58.6,Franco,Mijo,11,11,14,14-35-14
32.97,58.85,60.26,Negro,Arrozal,36,0,0,20-20
34.98,59.82,34.18,Franco,Mijo,8,1,42,DAP
23.6,46.17,50.36,Rojo,Algodon,8,10,10,14-35-14
28.85,45.61,27.28,Arcilloso,Mijo,39,2,2,DAP
24.76,45.87,45.72,Arcilloso,Tabaco,37,3,0,28-28
38.26,65.76,29.84,Negro,Legumbres,23,0,22,DAP
36.67,66.99,57.65,Arcilloso,Legumbres,35,0,0,Urea
32.15,59.62,52.44,Rojo,Trigo,10,1,39,28-28
40.0,71.5,35.55,Franco,Tabaco,9,9,28,10-26-26
31.55,52.46,20.0,Arenoso,CañaAzucar,9,4,42,17-17-17
25.85,47.66,44.43,Arcilloso,NuecesMani,25,3,20,10-26-26
29.09,53.7,30.89,Rojo,CañaAzucar,45,0,0,Urea
35.09,73.25,64.96,Rojo,Arrozal,22,1,15,20-20
36.28,57.76,50.83,Arcilloso,Legumbres,26,0,23,10-26-26
31.96,62.45,49.67,Arenoso,Tabaco,15,2,10,Urea
36.03,68.01,34.95,Rojo,Cebada,22,0,22,20-20
31.63,56.04,35.55,Rojo,SemillasOleaginosas,14,0,34,28-28
37.72,53.18,50.18,Rojo,Mijo,10,0,36,Urea
34.19,58.06,70.0,Franco,Arrozal,12,13,11,10-26-26
24.85,44.22,44.43,Negro,NuecesMani,19,0,22,10-26-26
26.79,51.89,45.51,Arenoso,Maiz,28,4,21,14-35-14
28.9,48.82,25.28,Rojo,Tabaco,7,8,31,28-28
32.48,55.58,37.82,Franco,SemillasOleaginosas,13,1,33,20-20
29.28,54.11,33.43,Franco,CañaAzucar,12,4,35,Urea
23.96,52.37,25.81,Arenoso,Maiz,5,10,33,DAP
36.64,64.68,42.16,Negro,Trigo,33,0,4,Urea
26.37,60.29,50.88,Negro,Mijo,34,0,1,14-35-14
33.21,79.62,35.61,Franco,Cebada,13,1,34,Urea
34.78,55.26,29.66,Negro,NuecesMani,9,0,38,10-26-26
31.53,61.06,40.48,Negro,NuecesMani,41,1,0,28-28
26.71,49.27,30.54,Arenoso,NuecesMani,11,2,45,28-28
30.89,66.92,30.15,Negro,SemillasOleaginosas,15,0,41,28-28
25.99,57.23,60.76,Arenoso,NuecesMani,7,10,32,20-20
35.33,63.38,24.82,Arenoso,SemillasOleaginosas,10,0,39,17-17-17
32.14,67.16,57.06,Arcilloso,CañaAzucar,17,0,36,10-26-26
26.59,52.74,51.85,Arcilloso,Tabaco,11,0,32,28-28
29.09,65.94,42.43,Franco,Arrozal,9,0,6,20-20
33.4,72.33,23.7,Rojo,Tabaco,9,7,28,10-26-26
24.53,59.27,42.34,Arcilloso,CañaAzucar,27,0,28,28-28
37.56,61.34,62.16,Negro,CañaAzucar,7,0,9,10-26-26
24.83,54.28,62.54,Arcilloso,Maiz,12,1,30,10-26-26
29.19,47.17,37.7,Negro,NuecesMani,15,0,17,20-20
35.36,66.71,31.57,Arenoso,Trigo,20,0,28,Urea
32.94,58.58,52.48,Rojo,Cebada,13,4,34,10-26-26
39.46,69.85,20.0,Rojo,CañaAzucar,9,7,33,Urea
29.13,62.34,26.54,Rojo,Trigo,2,12,15,17-17-17
39.89,68.39,50.49,Negro,Arrozal,5,0,34,20-20
23.49,45.84,58.18,Arcilloso,Trigo,38,0,0,Urea
30.68,63.25,46.38,Negro,Arrozal,14,0,11,14-35-14
24.41,56.8,34.97,Arenoso,Algodon,23,1,15,14-35-14
33.88,80.0,54.46,Negro,SemillasOleaginosas,35,0,0,10-26-26
27.17,69.52,47.69,Arenoso,Maiz,16,18,10,17-17-17
35.51,72.18,36.2,Franco,Maiz,12,0,31,DAP
32.08,55.08,52.81,Rojo,NuecesMani,6,12,32,DAP
35.09,72.5,46.73,Arenoso,Cebada,38,0,0,DAP
29.74,48.18,62.44,Negro,Tabaco,39,0,0,14-35-14
28.54,63.37,52.98,Arcilloso,CañaAzucar,3,12,27,17-17-17
33.65,60.55,62.52,Negro,Tabaco,9,0,14,Urea
31.89,59.31,30.26,Rojo,Mijo,16,0,11,28-28
27.42,62.06,43.64,Arcilloso,Maiz,20,3,20,17-17-17
34.32,59.44,33.94,Franco,Algodon,25,0,23,DAP
26.61,43.26,46.1,Arcilloso,Algodon,21,1,23,20-20
32.76,48.27,44.77,Arcilloso,Mijo,41,0,1,10-26-26
29.58,56.08,67.27,Rojo,Algodon,9,0,34,10-26-26
35.14,58.65,43.04,Arenoso,Legumbres,11,19,13,14-35-14
29.99,52.36,48.22,Negro,Legumbres,16,0,39,17-17-17
24.71,53.0,33.7,Arenoso,Mijo,12,3,26,14-35-14
37.83,62.2,38.9,Rojo,CañaAzucar,16,1,36,DAP
29.62,67.51,41.82,Arcilloso,Trigo,39,2,2,28-28
24.59,58.67,52.83,Arenoso,Algodon,16,2,39,Urea
38.92,59.35,41.61,Arcilloso,Algodon,11,2,10,28-28
24.95,54.7,25.03,Arenoso,Trigo,44,0,0,DAP
34.84,66.6,26.52,Rojo,NuecesMani,12,0,35,17-17-17
24.75,49.42,45.06,Arcilloso,Algodon,8,13,11,20-20
34.76,66.83,47.24,Arcilloso,Trigo,9,9,15,DAP
34.36,59.48,61.29,Arenoso,Maiz,3,5,30,14-35-14
33.1,52.18,63.48,Rojo,Trigo,6,5,33,20-20
22.53,60.17,52.65,Franco,Legumbres,26,0,17,14-35-14
33.29,57.7,37.44,Negro,Mijo,34,0,0,Urea
26.95,62.85,63.53,Arcilloso,SemillasOleaginosas,10,0,38,Urea
28.76,54.72,37.74,Rojo,Trigo,14,1,16,DAP
26.27,49.13,21.16,Arenoso,NuecesMani,10,18,12,28-28
31.58,66.26,59.62,Arenoso,Arrozal,38,0,1,DAP
25.22,60.2,52.04,Arcilloso,Tabaco,37,1,0,14-35-14
33.11,71.83,57.15,Franco,Arrozal,8,19,20,17-17-17
29.94,62.39,35.14,Rojo,Tabaco,10,0,6,10-26-26
25.72,60.71,43.46,Arcilloso,Trigo,27,2,20,28-28
29.16,50.01,56.58,Arcilloso,Maiz,12,11,30,14-35-14
40.0,74.03,39.34,Franco,Arrozal,8,0,17,10-26-26
27.65,55.35,34.36,Negro,Legumbres,37,3,0,14-35-14
29.72,71.91,52.5,Rojo,Tabaco,4,4,28,Urea
28.03,53.76,60.86,Arenoso,Trigo,13,0,10,Urea
29.86,59.28,62.62,Arenoso,Maiz,25,0,19,20-20
32.86,62.77,31.22,Rojo,SemillasOleaginosas,38,1,0,10-26-26
23.9,44.45,32.53,Rojo,Cebada,15,4,39,10-26-26
30.2,57.56,52.01,Franco,Trigo,27,0,19,17-17-17
26.86,61.34,45.62,Negro,SemillasOleaginosas,18,3,17,10-26-26
21.51,55.9,45.54,Arcilloso,Maiz,22,3,22,28-28
28.78,66.87,49.42,Arcilloso,Mijo,10,0,40,10-26-26
29.54,54.73,69.41,Franco,Legumbres,32,0,0,DAP
35.77,58.62,25.35,Arenoso,SemillasOleaginosas,26,1,17,20-20
30.85,67.85,27.32,Franco,NuecesMani,33,3,0,20-20
35.66,68.89,32.88,Rojo,SemillasOleaginosas,11,0,42,20-20
30.37,61.22,43.8,Franco,Arrozal,3,18,17,Urea
26.62,66.89,62.01,Rojo,SemillasOleaginosas,16,3,9,Urea
33.88,72.42,32.65,Negro,NuecesMani,13,0,36,DAP
40.0,79.99,35.61,Franco,CañaAzucar,7,0,38,10-26-26
33.2,53.06,64.27,Arenoso,CañaAzucar,12,8,33,14-35-14
27.05,50.17,43.61,Franco,Mijo,34,0,0,14-35-14
25.34,51.56,38.67,Arcilloso,Cebada,37,2,0,10-26-26
34.03,61.12,35.57,Arcilloso,Algodon,8,1,40,10-26-26
27.22,58.67,43.43,Rojo,Tabaco,20,0,18,14-35-14
24.41,53.52,66.7,Negro,Mijo,42,3,1,14-35-14
30.88,56.44,68.29,Arenoso,Maiz,12,0,10,20-20
26.62,58.03,23.34,Arenoso,NuecesMani,13,0,37,20-20
30.9,68.66,34.94,Arcilloso,Trigo,8,0,18,20-20
32.61,63.84,45.4,Negro,CañaAzucar,21,2,14,10-26-26
25.11,49.18,41.82,Rojo,Arrozal,36,0,0,DAP
31.05,52.85,37.01,Arcilloso,CañaAzucar,15,2,38,17-17-17
29.6,70.57,54.2,Negro,CañaAzucar,21,4,21,14-35-14
23.25,48.93,24.15,Negro,SemillasOleaginosas,39,0,0,Urea
27.69,55.28,34.84,Arcilloso,NuecesMani,35,1,0,10-26-26
23.33,59.29,45.53,Franco,Tabaco,25,3,16,20-20
39.91,76.62,45.94,Rojo,Mijo,40,0,0,20-20
27.11,66.09,67.85,Negro,Trigo,10,8,26,20-20
27.18,59.42,53.2,Arcilloso,Legumbres,12,11,26,Urea
30.72,62.41,35.53,Arenoso,Cebada,34,0,0,14-35-14
24.51,46.17,65.49,Arenoso,CañaAzucar,42,2,0,10-26-26
35.48,55.43,28.66,Rojo,Mijo,17,2,19,10-26-26
33.63,71.51,43.87,Franco,Tabaco,16,0,26,10-26-26
35.39,65.38,54.92,Arenoso,Arrozal,17,0,40,10-26-26
26.3,62.73,20.0,Negro,Mijo,10,4,43,10-26-26
25.98,51.85,70.0,Negro,Legumbres,38,1,0,Urea
28.26,50.41,34.56,Arcilloso,Cebada,12,9,23,17-17-17
35.36,69.36,54.93,Rojo,SemillasOleaginosas,16,4,40,14-35-14
37.61,60.54,64.55,Franco,Maiz,22,2,20,28-28
30.21,59.88,47.25,Franco,Arrozal,33,0,0,Urea
35.04,69.99,33.2,Negro,Legumbres,34,2,2,17-17-17
30.78,66.91,63.26,Franco,SemillasOleaginosas,4,8,25,20-20
30.9,52.93,43.05,Rojo,Mijo,12,0,9,14-35-14
38.8,74.45,38.5,Rojo,NuecesMani,11,0,39,20-20
29.07,73.52,52.71,Franco,Mijo,39,0,0,28-28
29.8,52.93,39.95,Negro,CañaAzucar,18,2,19,DAP
33.53,68.45,31.56,Rojo,CañaAzucar,39,0,1,17-17-17
35.43,73.21,53.28,Franco,Trigo,42,4,0,10-26-26
21.05,45.03,70.0,Rojo,Algodon,31,4,0,20-20
27.48,47.09,27.89,Negro,Algodon,39,2,4,Urea
29.54,60.61,54.07,Franco,CañaAzucar,12,11,34,DAP
38.11,69.4,54.47,Negro,Trigo,23,0,23,14-35-14
28.55,50.92,36.81,Arenoso,SemillasOleaginosas,24,4,22,17-17-17
35.38,55.86,42.48,Arenoso,Legumbres,12,8,11,17-17-17
34.35,56.75,61.79,Negro,Tabaco,12,14,11,28-28
27.07,54.74,36.04,Rojo,Tabaco,5,2,16,Urea
40.0,75.03,42.43,Negro,Legumbres,9,3,29,17-17-17
26.28,48.37,65.31,Negro,Mijo,13,17,11,10-26-26
36.48,63.87,20.37,Arenoso,CañaAzucar,34,0,0,Urea
36.73,56.57,49.51,Rojo,Mijo,11,2,11,10-26-26
36.22,63.83,37.08,Rojo,Tabaco,11,1,41,17-17-17
32.23,54.15,54.33,Rojo,CañaAzucar,20,0,19,DAP
40.0,74.84,47.75,Arenoso,Algodon,35,1,0,14-35-14
32.17,63.37,31.63,Rojo,NuecesMani,37,0,0,20-20
29.44,50.92,34.24,Franco,Cebada,36,0,0,20-20
25.42,52.97,21.71,Rojo,Arrozal,10,3,14,17-17-17
29.19,61.81,48.68,Arcilloso,CañaAzucar,7,1,8,17-17-17
27.44,54.73,62.9,Arcilloso,Maiz,8,2,5,28-28
25.08,66.46,20.54,Arcilloso,Mijo,9,3,41,28-28
32.32,58.02,68.23,Arenoso,CañaAzucar,13,0,34,10-26-26
28.86,61.44,55.03,Arcilloso,CañaAzucar,12,14,18,20-20
36.97,72.6,43.87,Arenoso,NuecesMani,39,0,0,14-35-14
29.5,69.16,41.62,Franco,Algodon,24,1,26,28-28
31.36,52.48,65.81,Franco,Algodon,7,10,30,17-17-17
22.06,56.16,61.45,Rojo,Tabaco,11,0,16,14-35-14
33.36,62.22,24.56,Arenoso,Mijo,8,2,39,10-26-26
28.16,53.4,40.78,Arenoso,Mijo,13,0,17,20-20
36.49,75.76,26.28,Negro,Trigo,13,0,41,Urea
37.5,64.03,58.94,Franco,SemillasOleaginosas,12,0,8,17-17-17
37.31,66.86,70.0,Rojo,Tabaco,14,3,38,28-28
25.35,50.13,25.76,Rojo,Maiz,5,8,26,10-26-26
28.71,64.1,44.78,Franco,Maiz,8,0,11,14-35-14
31.77,65.53,40.43,Negro,Algodon,13,14,16,28-28
30.79,63.59,37.55,Arcilloso,Mijo,19,0,25,20-20
26.02,48.46,37.47,Franco,NuecesMani,38,2,3,28-28
29.34,72.39,39.94,Rojo,Algodon,24,2,16,17-17-17
36.2,58.84,44.43,Arcilloso,Mijo,6,0,36,10-26-26
35.97,56.08,39.97,Negro,CañaAzucar,24,0,28,14-35-14
21.93,47.19,41.85,Franco,SemillasOleaginosas,20,0,23,20-20
36.44,69.49,70.0,Franco,NuecesMani,12,2,40,20-20
28.5,65.5,63.01,Franco,SemillasOleaginosas,14,0,36,Urea
28.75,45.15,32.3,Arcilloso,CañaAzucar,4,14,15,20-20
31.11,63.86,68.38,Franco,Arrozal,12,1,42,14-35-14
26.43,45.04,30.14,Negro,CañaAzucar,10,2,43,DAP
29.0,73.39,38.46,Arcilloso,Trigo,35,0,0,Urea
37.55,62.6,24.11,Arenoso,Arrozal,10,0,37,10-26-26
26.18,47.19,39.82,Franco,Cebada,33,0,0,DAP
33.14,68.2,49.7,Arcilloso,Arrozal,11,12,26,17-17-17
27.37,46.45,46.45,Arcilloso,Algodon,6,14,10,DAP
30.82,56.86,48.67,Negro,Legumbres,1,4,24,14-35-14
31.92,67.01,48.12,Rojo,NuecesMani,43,3,0,28-28
33.98,51.19,32.23,Rojo,CañaAzucar,13,5,30,Urea
30.01,57.83,61.88,Rojo,Tabaco,31,0,0,DAP
28.65,49.45,27.65,Franco,NuecesMani,6,6,32,17-17-17
23.43,46.91,62.82,Rojo,Legumbres,35,0,4,Urea
35.77,60.14,36.61,Negro,Maiz,8,15,19,10-26-26
38.55,58.08,53.88,Franco,Arrozal,15,14,16,17-17-17
26.71,42.66,48.03,Negro,Mijo,7,0,32,28-28
31.59,69.57,52.01,Negro,Tabaco,13,4,37,28-28
29.49,67.11,63.28,Negro,SemillasOleaginosas,9,15,11,28-28
32.29,56.56,63.14,Franco,Cebada,26,2,18,10-26-26
25.89,52.78,32.13,Franco,SemillasOleaginosas,9,10,30,10-26-26
22.39,59.45,42.31,Rojo,Legumbres,27,2,18,10-26-26
24.48,64.32,40.94,Arcilloso,NuecesMani,11,0,12,17-17-17
30.09,52.45,34.93,Negro,Cebada,40,0,0,20-20
30.67,44.15,46.13,Franco,Maiz,21,0,24,28-28
29.46,64.44,26.19,Arcilloso,Tabaco,7,7,29,28-28
34.69,71.9,21.7,Franco,Algodon,3,9,30,Urea
24.97,59.67,27.05,Rojo,Arrozal,9,11,34,Urea
24.87,56.1,31.14,Arenoso,Algodon,40,0,1,10-26-26
33.86,62.68,37.06,Franco,Arrozal,7,4,43,10-26-26
33.35,53.25,64.49,Arenoso,Mijo,10,5,24,28-28
27.73,53.14,25.75,Arcilloso,CañaAzucar,5,10,32,28-28
37.09,56.19,40.03,Franco,Arrozal,25,0,22,Urea
26.19,61.82,26.83,Arenoso,NuecesMani,38,1,1,DAP
24.93,67.58,47.18,Rojo,Mijo,15,0,37,20-20
33.39,71.79,31.6,Negro,Trigo,11,2,39,28-28
32.93,56.53,28.8,Arcilloso,Maiz,11,8,27,17-17-17
28.87,42.05,50.69,Arcilloso,SemillasOleaginosas,13,0,4,14-35-14
36.94,53.17,24.98,Arenoso,Arrozal,20,3,27,20-20
26.55,70.7,64.77,Franco,Algodon,6,10,11,DAP
26.48,49.62,32.7,Arenoso,SemillasOleaginosas,18,9,14,20-20
35.14,69.23,39.79,Arenoso,NuecesMani,36,2,0,17-17-17
30.29,55.55,44.77,Rojo,Trigo,18,0,10,20-20
21.54,43.75,56.74,Arcilloso,Trigo,7,0,7,10-26-26
26.69,61.8,55.35,Arenoso,Arrozal,17,0,20,14-35-14
37.94,60.1,56.48,Franco,Maiz,8,7,25,17-17-17
20.53,53.88,68.8,Rojo,Tabaco,10,3,10,14-35-14
30.62,46.34,61.19,Negro,Cebada,5,4,14,28-28
24.14,45.84,44.84,Negro,CañaAzucar,7,22,14,20-20
21.95,59.83,69.07,Arenoso,Trigo,38,0,0,DAP
34.26,69.87,24.2,Rojo,Tabaco,20,0,19,14-35-14
24.98,67.9,70.0,Franco,Trigo,14,0,38,10-26-26
23.0,55.77,37.58,Arcilloso,CañaAzucar,25,0,20,17-17-17
30.49,59.19,51.04,Rojo,Algodon,11,16,15,20-20
31.65,69.41,33.59,Arenoso,Mijo,6,0,34,20-20
30.68,61.61,38.4,Franco,Arrozal,36,0,3,14-35-14
22.27,53.67,28.01,Negro,Legumbres,16,0,13,10-26-26
30.65,59.18,52.5,Arcilloso,Arrozal,16,3,10,20-20
27.86,59.92,36.56,Franco,SemillasOleaginosas,14,0,40,20-20
